partido_slug,anio,equipo,jugador_slug,jugador_nombre,posicion,camiseta,seccion,es_capitan
2022_catar_ecuador,2022,Catar,saad_al_sheeb,Saad Al Sheeb,AR,1,titular,False
2022_catar_ecuador,2022,Catar,pedro_miguel,Pedro Miguel,DF,2,titular,False
2022_catar_ecuador,2022,Catar,homam_ahmed,Homam Ahmed,DF,14,titular,False
2022_catar_ecuador,2022,Catar,bassam_al_rawi,Bassam Al-Rawi,DF,15,titular,False
2022_catar_ecuador,2022,Catar,boualem_khoukhi,Boualem Khoukhi,DF,16,titular,False
2022_catar_ecuador,2022,Catar,abdelkarim_hassan,Abdelkarim Hassan,MC,3,titular,False
2022_catar_ecuador,2022,Catar,abdelaziz_hatem,Abdelaziz Hatem,MC,6,titular,False
2022_catar_ecuador,2022,Catar,hassan_al_haidos,Hassan Al-Haydos,MC,10,titular,True
2022_catar_ecuador,2022,Catar,karim_boudiaf,Karim Boudiaf,MC,12,titular,False
2022_catar_ecuador,2022,Catar,akram_afif,Akram Afif,DL,11,titular,False
2022_catar_ecuador,2022,Catar,almoez_ali,Almoez Ali,DL,19,titular,False
2022_catar_ecuador,2022,Catar,mohammed_waad,Mohammed Waad,DF,4,ingresado,False
2022_catar_ecuador,2022,Catar,mohammed_muntari,Mohammed Muntari,DL,9,ingresado,False
2022_catar_ecuador,2022,Catar,yousuf_hassan,Yousuf Hassan,AR,21,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,meshaal_barsham,Meshaal Barsham,AR,22,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,tarek_salman,Tarek Salman,DF,5,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,musaab_khidir,Musaab Khidir,DF,13,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,ismaeel_mohammad,Ismaeel Mohammad,DF,17,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,ali_asad,Ali Asad,MC,8,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,salem_al_hajri,Salem Al-Hajri,MC,20,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,assim_madibo,Assim Madibo,MC,23,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,naif_al_hadhrami,Naif Al-Hadhrami,MC,24,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,jassem_gaber,Jassem Gaber,MC,25,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,moustafa_tarek,Mostafa Tarek,MC,26,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,ahmed_alaaeldin,Ahmed Alaaeldin,DL,7,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,khalid_muneer,Khalid Muneer,DL,18,suplente_no_jugo,False
2022_catar_ecuador,2022,Catar,,Félix Sánches,DT,,entrenador,False
2022_catar_ecuador,2022,Ecuador,hernan_galindez,Hernán Galíndez,AR,1,titular,False
2022_catar_ecuador,2022,Ecuador,felix_torres,Félix Torres,DF,2,titular,False
2022_catar_ecuador,2022,Ecuador,piero_hincapie,Piero Hincapié,DF,3,titular,False
2022_catar_ecuador,2022,Ecuador,pervis_estupinan,Pervis Estupiñán,DF,7,titular,False
2022_catar_ecuador,2022,Ecuador,angelo_preciado,Angelo Preciado,DF,17,titular,False
2022_catar_ecuador,2022,Ecuador,romario_ibarra,Romario Ibarra,MC,10,titular,False
2022_catar_ecuador,2022,Ecuador,gonzalo_plata,Gonzalo Plata,MC,19,titular,False
2022_catar_ecuador,2022,Ecuador,jhegson_mendez,Jhegson Méndez,MC,20,titular,False
2022_catar_ecuador,2022,Ecuador,moises_caicedo,Moisés Caicedo,MC,23,titular,False
2022_catar_ecuador,2022,Ecuador,michael_estrada,Michael Estrada,DL,11,titular,False
2022_catar_ecuador,2022,Ecuador,enner_valencia,Enner Valencia,DL,13,titular,True
2022_catar_ecuador,2022,Ecuador,jose_cifuentes,José Cifuentes,MC,5,ingresado,False
2022_catar_ecuador,2022,Ecuador,jeremy_sarmiento,Jeremy Sarmiento,MC,16,ingresado,False
2022_catar_ecuador,2022,Ecuador,alan_franco,Alan Franco,MC,21,ingresado,False
2022_catar_ecuador,2022,Ecuador,kevin_rodriguez,Kevin Rodríguez,DL,26,ingresado,False
2022_catar_ecuador,2022,Ecuador,moises_ramirez,Moisés Ramírez,AR,12,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,alexander_dominguez,Alexander Domínguez,AR,22,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,robert_arboleda,Robert Arboleda,DF,4,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,william_pacho,William Pacho,DF,6,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,xavier_arreaga,Xavier Arreaga,DF,14,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,diego_palacios,Diego Palacios,DF,18,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,jackson_porozo,Jackson Porozo,DF,25,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,carlos_gruezo,Carlos Gruezo,MC,8,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,ayrton_preciado,Ayrton Preciado,MC,9,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,angel_mena,Ángel Mena,MC,15,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,djorkaeff_reasco,Djorkaeff Reasco,DL,24,suplente_no_jugo,False
2022_catar_ecuador,2022,Ecuador,,Gustavo Alfaro,DT,,entrenador,False
2022_inglaterra_iran,2022,Inglaterra,jordan_pickford,Jordan Pickford,AR,1,titular,False
2022_inglaterra_iran,2022,Inglaterra,luke_shaw,Luke Shaw,DF,3,titular,False
2022_inglaterra_iran,2022,Inglaterra,john_stones,John Stones,DF,5,titular,False
2022_inglaterra_iran,2022,Inglaterra,harry_maguire,Harry Maguire,DF,6,titular,False
2022_inglaterra_iran,2022,Inglaterra,kieran_trippier,Kieran Trippier,DF,12,titular,False
2022_inglaterra_iran,2022,Inglaterra,declan_rice,Declan Rice,MC,4,titular,False
2022_inglaterra_iran,2022,Inglaterra,mason_mount,Mason Mount,MC,19,titular,False
2022_inglaterra_iran,2022,Inglaterra,jude_bellingham,Jude Bellingham,MC,22,titular,False
2022_inglaterra_iran,2022,Inglaterra,harry_kane,Harry Kane,DL,9,titular,True
2022_inglaterra_iran,2022,Inglaterra,raheem_sterling,Raheem Sterling,DL,10,titular,False
2022_inglaterra_iran,2022,Inglaterra,bukayo_saka,Bukayo Saka,DL,17,titular,False
2022_inglaterra_iran,2022,Inglaterra,eric_dier,Eric Dier,DF,15,ingresado,False
2022_inglaterra_iran,2022,Inglaterra,phil_foden,Phil Foden,MC,20,ingresado,False
2022_inglaterra_iran,2022,Inglaterra,jack_grealish,Jack Grealish,DL,7,ingresado,False
2022_inglaterra_iran,2022,Inglaterra,marcus_rashford,Marcus Rashford,DL,11,ingresado,False
2022_inglaterra_iran,2022,Inglaterra,callum_wilson,Callum Wilson,DL,24,ingresado,False
2022_inglaterra_iran,2022,Inglaterra,nick_pope,Nick Pope,AR,13,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,aaron_ramsdale,Aaron Ramsdale,AR,23,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,kyle_walker,Kyle Walker,DF,2,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,connor_coady,Connor Coady,DF,16,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,trent_alexander_arnold,Trent Alexander-Arnold,DF,18,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,ben_white,Ben White,DF,21,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,jordan_henderson,Jordan Henderson,MC,8,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,kalvin_phillips,Kalvin Phillips,MC,14,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,james_maddison,James Maddison,MC,25,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,connor_gallagher,Connor Gallagher,MC,26,suplente_no_jugo,False
2022_inglaterra_iran,2022,Inglaterra,,Gareth Southgate,DT,,entrenador,False
2022_inglaterra_iran,2022,Irán,alireza_beiranvand,Alireza Beiranvand,AR,1,titular,False
2022_inglaterra_iran,2022,Irán,sadegh_moharrami,Sadegh Moharrami,DF,2,titular,False
2022_inglaterra_iran,2022,Irán,ehsan_hajsafi,Ehsan Hajsafi,DF,3,titular,True
2022_inglaterra_iran,2022,Irán,milad_mohammadi,Milad Mohammadi,DF,5,titular,False
2022_inglaterra_iran,2022,Irán,morteza_pouraliganji,Morteza Pouraliganji,DF,8,titular,False
2022_inglaterra_iran,2022,Irán,rouzbeh_cheshmi,Rouzbeh Cheshmi,DF,15,titular,False
2022_inglaterra_iran,2022,Irán,majid_hosseini,Majid Hosseini,DF,19,titular,False
2022_inglaterra_iran,2022,Irán,alireza_jahanbakhsh,Alireza Jahanbakhsh,MC,7,titular,False
2022_inglaterra_iran,2022,Irán,ali_karimi_2,Ali Karimi,MC,18,titular,False
2022_inglaterra_iran,2022,Irán,ahmad_nourollahi,Ahmad Nourollahi,MC,21,titular,False
2022_inglaterra_iran,2022,Irán,mehdi_taremi,Mehdi Taremi,DL,9,titular,False
2022_inglaterra_iran,2022,Irán,hossein_hosseini,Hossein Hosseini,AR,24,ingresado,False
2022_inglaterra_iran,2022,Irán,hossein_kanaani,Hossein Kanaani,DF,13,ingresado,False
2022_inglaterra_iran,2022,Irán,saeid_ezatolahi,Saeid Ezatolahi,MC,6,ingresado,False
2022_inglaterra_iran,2022,Irán,mehdi_torabi,Mehdi Torabi,MC,16,ingresado,False
2022_inglaterra_iran,2022,Irán,ali_gholizadeh,Ali Gholizadeh,MC,17,ingresado,False
2022_inglaterra_iran,2022,Irán,sardar_azmoun,Sardar Azmoun,DL,20,ingresado,False
2022_inglaterra_iran,2022,Irán,payam_niazmand,Payam Niazmand,AR,12,suplente_no_jugo,False
2022_inglaterra_iran,2022,Irán,amir_abedzadeh,Amir Abedzadeh,AR,22,suplente_no_jugo,False
2022_inglaterra_iran,2022,Irán,shoja_khalilzadeh,Shoja Khalilzadeh,DF,4,suplente_no_jugo,False
2022_inglaterra_iran,2022,Irán,ramin_rezaeian,Ramin Rezaeian,DF,23,suplente_no_jugo,False
2022_inglaterra_iran,2022,Irán,abolfazl_jalali,Abolfazl Jalali,DF,25,suplente_no_jugo,False
2022_inglaterra_iran,2022,Irán,vahid_amiri,Vahid Amiri,MC,11,suplente_no_jugo,False
2022_inglaterra_iran,2022,Irán,saman_ghoddos,Saman Ghoddos,MC,14,suplente_no_jugo,False
2022_inglaterra_iran,2022,Irán,karim_ansarifard,Karim Ansarifard,DL,10,suplente_no_jugo,False
2022_inglaterra_iran,2022,Irán,,Carlos Queiroz,DT,,entrenador,False
2022_senegal_holanda,2022,Senegal,edouard_mendy,Edouard Mendy,AR,16,titular,False
2022_senegal_holanda,2022,Senegal,kalidou_koulibaly,Kalidou Koulibaly,DF,3,titular,True
2022_senegal_holanda,2022,Senegal,pape_abdou_cisse,Pape Abdou Cissé,DF,4,titular,False
2022_senegal_holanda,2022,Senegal,cheikhou_kouyate,Cheikhou Kouyaté,DF,8,titular,False
2022_senegal_holanda,2022,Senegal,youssouf_sabaly,Youssouf Sabaly,DF,21,titular,False
2022_senegal_holanda,2022,Senegal,abdou_diallo,Abdou Diallo,DF,22,titular,False
2022_senegal_holanda,2022,Senegal,idrissa_gueye,Idrissa Gana Gueye,MC,5,titular,False
2022_senegal_holanda,2022,Senegal,nampalys_mendy,Nampalys Mendy,MC,6,titular,False
2022_senegal_holanda,2022,Senegal,krepin_diatta,Krépin Diatta,MC,15,titular,False
2022_senegal_holanda,2022,Senegal,boulaye_dia,Boulaye Dia,DL,9,titular,False
2022_senegal_holanda,2022,Senegal,ismaila_sarr,Ismaïla Sarr,DL,18,titular,False
2022_senegal_holanda,2022,Senegal,ismail_jakobs,Ismail Jakobs,DF,14,ingresado,False
2022_senegal_holanda,2022,Senegal,pape_gueye,Pape Gueye,MC,26,ingresado,False
2022_senegal_holanda,2022,Senegal,nicolas_jackson,Nicolas Jackson,DL,7,ingresado,False
2022_senegal_holanda,2022,Senegal,bamba_dieng,Bamba Dieng,DL,20,ingresado,False
2022_senegal_holanda,2022,Senegal,seny_dieng,Seny Dieng,AR,1,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,alfred_gomis,Alfred Gomis,AR,23,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,formose_mendy,Formose Mendy,DF,2,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,moussa_ndiaye_2,Moussa N'Diaye,DF,10,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,fode_ballo_toure,Fodé Ballo-Toure,DF,12,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,moustapha_name,Moustapha Name,DF,24,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,pathe_ciss,Pathé Ciss,MC,11,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,pape_matar_sarr,Pape Matar Sarr,MC,17,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,mamadou_loum,Mamadou Loum,MC,25,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,iliman_ndiaye,Iliman Ndiaye,DL,13,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,famara_diehiou,Famara Diéhiou,DL,19,suplente_no_jugo,False
2022_senegal_holanda,2022,Senegal,,Aliou Cisse,DT,,entrenador,False
2022_senegal_holanda,2022,Paises Bajos,andries_noppert,Andries Noppert,AR,23,titular,False
2022_senegal_holanda,2022,Paises Bajos,matthijs_de_ligt,Matthijs De Ligt,DF,3,titular,False
2022_senegal_holanda,2022,Paises Bajos,virgil_van_dijk,Virgil Van Dijk,DF,4,titular,True
2022_senegal_holanda,2022,Paises Bajos,nathan_ake,Nathan Aké,DF,5,titular,False
2022_senegal_holanda,2022,Paises Bajos,daley_blind,Daley Blind,DF,17,titular,False
2022_senegal_holanda,2022,Paises Bajos,denzel_dumfries,Denzel Dumfries,DF,22,titular,False
2022_senegal_holanda,2022,Paises Bajos,steven_berghuis,Steven Berghuis,MC,11,titular,False
2022_senegal_holanda,2022,Paises Bajos,frenkie_de_jong,Frenkie de Jong,MC,21,titular,False
2022_senegal_holanda,2022,Paises Bajos,steven_bergwijn,Steven Bergwijn,DL,7,titular,False
2022_senegal_holanda,2022,Paises Bajos,cody_gakpo,Cody Gakpo,DL,8,titular,False
2022_senegal_holanda,2022,Paises Bajos,vincent_janssen,Vincent Janssen,DL,18,titular,False
2022_senegal_holanda,2022,Paises Bajos,davy_klaassen,Davy Klaassen,MC,14,ingresado,False
2022_senegal_holanda,2022,Paises Bajos,marten_de_roon,Marten de Roon,MC,15,ingresado,False
2022_senegal_holanda,2022,Paises Bajos,teun_koopmeiners,Teun Koopmeiners,MC,20,ingresado,False
2022_senegal_holanda,2022,Paises Bajos,memphis_depay,Memphis Depay,DL,10,ingresado,False
2022_senegal_holanda,2022,Paises Bajos,remko_pasveer,Remko Pasveer,AR,1,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,justin_bijlow,Justin Bijlow,AR,13,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,jurrien_timber,Jurrïen Timber,DF,2,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,stefan_de_vrij,Stefan de Vrij,DF,6,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,tyrell_malacia,Tyrell Malacia,DF,16,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,jeremie_frimpong,Jeremie Frimpong,DF,26,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,kenneth_taylor,Kenneth Taylor,MC,24,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,xavi_simons,Xavi Simons,MC,25,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,luuk_de_jong,Luuk De Jong,DL,9,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,noa_lang,Noa Lang,DL,12,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,wout_weghorst,Wout Weghorst,DL,19,suplente_no_jugo,False
2022_senegal_holanda,2022,Paises Bajos,,Louis Van Gaal,DT,,entrenador,False
2022_estados_unidos_gales,2022,Estados Unidos,matt_turner,Matt Turner,AR,1,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,sergino_dest,Sergiño Dest,DF,2,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,walker_zimmerman,Walker Zimmerman,DF,3,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,antonee_robinson,Antonee Robinson,DF,5,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,tim_ream,Tim Ream,DF,13,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,tyler_adams,Tyler Adams,MC,4,titular,True
2022_estados_unidos_gales,2022,Estados Unidos,yunus_musah,Yunus Musah,MC,6,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,weston_mckennie,Weston McKennie,MC,8,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,christian_pulisic,Christian Pulisic,DL,10,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,tim_weah,Tim Weah,DL,21,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,josh_sargent,Josh Sargent,DL,24,titular,False
2022_estados_unidos_gales,2022,Estados Unidos,deandre_yedlin,DeAndre Yedlin,DF,22,ingresado,False
2022_estados_unidos_gales,2022,Estados Unidos,kellyn_acosta,Kellyn Acosta,MC,23,ingresado,False
2022_estados_unidos_gales,2022,Estados Unidos,brenden_aaronson,Brenden Aaronson,DL,11,ingresado,False
2022_estados_unidos_gales,2022,Estados Unidos,jordan_morris,Jordan Morris,DL,16,ingresado,False
2022_estados_unidos_gales,2022,Estados Unidos,haji_wright,Haji Wright,DL,19,ingresado,False
2022_estados_unidos_gales,2022,Estados Unidos,ethan_horvath,Ethan Horvath,AR,12,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,sean_johnson,Sean Johnson,AR,25,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,aaron_long,Aaron Long,DF,15,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,shaquell_moore,Shaquell Moore,DF,18,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,cameron_carter_vickers,Cameron Carter-Vickers,DF,20,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,joe_scally,Joe Scally,DF,26,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,luca_de_la_torre,Luca de la Torre,MC,14,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,cristian_roldan,Cristian Roldan,MC,17,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,giovanni_reyna,Giovanni Reyna,DL,7,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,jesus_ferreira,Jesus Ferreira,DL,9,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Estados Unidos,,Gregg Berhalter,DT,,entrenador,False
2022_estados_unidos_gales,2022,Gales,wayne_hennessey,Wayne Heennesey,AR,1,titular,False
2022_estados_unidos_gales,2022,Gales,neco_williams,Neco Williams,DF,3,titular,False
2022_estados_unidos_gales,2022,Gales,ben_davies,Ben Davies,DF,4,titular,False
2022_estados_unidos_gales,2022,Gales,chris_mepham,Chris Mepham,DF,5,titular,False
2022_estados_unidos_gales,2022,Gales,joe_rodon,Joe Rodon,DF,6,titular,False
2022_estados_unidos_gales,2022,Gales,connor_roberts,Connor Roberts,DF,14,titular,False
2022_estados_unidos_gales,2022,Gales,ethan_ampadu,Ethan Ampadu,DF,15,titular,False
2022_estados_unidos_gales,2022,Gales,harry_wilson,Harry Wilson,MC,8,titular,False
2022_estados_unidos_gales,2022,Gales,aaron_ramsey,Aaron Ramsey,MC,10,titular,False
2022_estados_unidos_gales,2022,Gales,gareth_bale,Gareth Bale,DL,11,titular,True
2022_estados_unidos_gales,2022,Gales,dan_james,Dan James,DL,20,titular,False
2022_estados_unidos_gales,2022,Gales,joe_morrell,Joe Morrell,MC,16,ingresado,False
2022_estados_unidos_gales,2022,Gales,sorba_thomas,Sorba Thomas,MC,22,ingresado,False
2022_estados_unidos_gales,2022,Gales,brennan_johnson,Brennan Johnson,DL,9,ingresado,False
2022_estados_unidos_gales,2022,Gales,kieffer_moore,Kieffer Moore,DL,13,ingresado,False
2022_estados_unidos_gales,2022,Gales,danny_ward,Danny Ward,AR,12,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,adam_davies,Adam Davies,AR,21,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,chris_gunter,Chris Gunter,DF,2,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,tom_lockyer,Tom Lockyer,DF,17,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,ben_cabango,Ben Cabango,DF,24,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,rubin_colwill,Rubin Colwill,DF,25,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,joe_allen,Joe Allen,MC,7,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,jonny_williams,Jonny Williams,MC,18,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,dylan_levitt,Dylan Levitt,MC,23,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,matt_smith,Matt Smith,MC,26,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,mark_harris,Mark Harris,DL,19,suplente_no_jugo,False
2022_estados_unidos_gales,2022,Gales,,Rob Page,DT,,entrenador,False
2022_argentina_arabia_saudita,2022,Argentina,emiliano_martinez,Emiliano Martinez,AR,23,titular,False
2022_argentina_arabia_saudita,2022,Argentina,nicolas_tagliafico,Nicolas Tagliafico,DF,3,titular,False
2022_argentina_arabia_saudita,2022,Argentina,cristian_romero,Cristian Romero,DF,13,titular,False
2022_argentina_arabia_saudita,2022,Argentina,nicolas_otamendi,Nicolas Otamendi,DF,19,titular,False
2022_argentina_arabia_saudita,2022,Argentina,nahuel_molina,Nahuel Molina,DF,26,titular,False
2022_argentina_arabia_saudita,2022,Argentina,leandro_paredes,Leandro Paredes,MC,5,titular,False
2022_argentina_arabia_saudita,2022,Argentina,rodrigo_de_paul,Rodrigo De Paul,MC,7,titular,False
2022_argentina_arabia_saudita,2022,Argentina,alejandro_gomez,Alejandro Gomez,MC,17,titular,False
2022_argentina_arabia_saudita,2022,Argentina,lionel_messi,Lionel Messi,DL,10,titular,True
2022_argentina_arabia_saudita,2022,Argentina,angel_di_maria,Angel Di Maria,DL,11,titular,False
2022_argentina_arabia_saudita,2022,Argentina,lautaro_martinez,Lautaro Martinez,DL,22,titular,False
2022_argentina_arabia_saudita,2022,Argentina,lisandro_martinez,Lisandro Martinez,DF,25,ingresado,False
2022_argentina_arabia_saudita,2022,Argentina,marcos_acuna,Marcos Acuña,MC,8,ingresado,False
2022_argentina_arabia_saudita,2022,Argentina,enzo_fernandez,Enzo Fernandez,MC,24,ingresado,False
2022_argentina_arabia_saudita,2022,Argentina,julian_alvarez,Julian Alvarez,DL,9,ingresado,False
2022_argentina_arabia_saudita,2022,Argentina,franco_armani,Franco Armani,AR,1,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,geronimo_rulli,Geronimo Rulli,AR,12,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,juan_foyth,Juan Foyth,DF,2,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,gonzalo_montiel,Gonzalo Montiel,DF,4,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,german_pezzella,German Pezzella,DF,6,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,exequiel_palacios,Exequiel Palacios,MC,14,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,thiago_almada,Thiago Almada,MC,16,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,guido_rodriguez,Guido Rodriguez,MC,18,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,alexis_mac_allister,Alexis Mac Allister,MC,20,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,angel_correa,Ángel Correa,DL,15,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,paulo_dybala,Paulo Dybala,DL,21,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Argentina,,Lionel Scaloni,DT,,entrenador,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,mohammed_al_owais,Mohammed Al-Owais,AR,21,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,ali_al_bulaihi,Ali Al-Bulaihi,DF,5,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,saud_abdulhamid,Saud Abdulhamid,DF,12,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,yasser_al_shahrani,Yasser Al-Shahrani,DF,13,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,hassan_tambakti,Hassan Tambakti,DF,17,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,salman_al_faraj,Salman Al-Faraj,MC,7,titular,True
2022_argentina_arabia_saudita,2022,Arabia Saudita,abdulellah_al_malki,Abdulelah Al-Malki,MC,8,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,mohamed_kanno,Mohamed Kanno,MC,23,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,firas_al_buraikan,Firas Al-Buraikan,DL,9,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,salem_al_dawsari,Salem Al-Dawsari,DL,10,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,saleh_al_shehri,Saleh Al-Shehri,DL,11,titular,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,sultan_al_ghanam,Sultan Al-Ghanam,DF,2,ingresado,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,abdulelah_al_amri,Abdulelah Al-Amri,DF,4,ingresado,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,mohammed_al_breik,Mohammed Al-Breik,DF,6,ingresado,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,nawaf_al_abed,Nawaf Al-Abed,MC,18,ingresado,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,haitham_asiri,Haitham Asiri,DL,25,ingresado,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,mohammed_al_rubaie,Mohammed Al Rubaie,AR,1,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,nawaf_al_aqidi,Nawaf Al-Aqidi,AR,22,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,abdullah_madu,Abdullah Madu,DF,3,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,abdullah_otayf,Abdullah Otayf,MC,14,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,ali_al_hassan,Ali Al-Hassan,MC,15,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,sami_al_najei,Sami Al-Najei,MC,16,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,nasser_al_dawsari,Nasser Al-Dawsari,MC,24,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,riyadh_sharahili,Riyadh Sharahili,MC,26,suplente_no_jugo,False
2022_argentina_arabia_saudita,2022,Arabia Saudita,hattan_bahebri,Hattan Bahebri,DL,19,suplente_no_jugo,False
