partido_id,anio,fecha,etapa,local_seleccion_id,visitante_seleccion_id,goles_local,goles_visitante,tiempo_extra,definicion_penales,penales_local,penales_visitante
777,1966,16-Jul-1966,"1ra Ronda, Grupo 3",68,11,3,0,False,False,,
778,1966,16-Jul-1966,"1ra Ronda, Grupo 2",1,5,0,0,False,False,,
779,1966,16-Jul-1966,"1ra Ronda, Grupo 4",72,53,1,0,False,False,,
780,1966,16-Jul-1966,"1ra Ronda, Grupo 1",46,59,2,0,False,False,,
781,1966,19-Jul-1966,"1ra Ronda, Grupo 3",68,10,3,1,False,False,,
782,1966,19-Jul-1966,"1ra Ronda, Grupo 1",83,59,0,0,False,False,,
783,1966,19-Jul-1966,"1ra Ronda, Grupo 2",5,77,2,0,False,False,,
784,1966,19-Jul-1966,"1ra Ronda, Grupo 4",20,53,1,0,False,False,,
785,1966,20-Jul-1966,"1ra Ronda, Grupo 1",46,37,2,0,False,False,,
786,1966,20-Jul-1966,"1ra Ronda, Grupo 2",1,35,2,1,False,False,,
787,1966,20-Jul-1966,"1ra Ronda, Grupo 4",72,17,2,1,False,False,,
788,1966,20-Jul-1966,"1ra Ronda, Grupo 3",43,11,3,1,False,False,,
789,1966,23-Jul-1966,Cuartos,68,20,5,3,False,False,,
790,1966,23-Jul-1966,Cuartos,46,5,1,0,False,False,,
791,1966,23-Jul-1966,Cuartos,1,83,4,0,False,False,,
792,1966,23-Jul-1966,Cuartos,72,43,2,1,False,False,,
793,1966,25-Jul-1966,Semis,1,72,2,1,False,False,,
794,1966,26-Jul-1966,Semis,46,68,2,1,False,False,,
795,1966,28-Jul-1966,3er Puesto,68,72,2,1,False,False,,
796,1966,30-Jul-1966,Final,46,1,4,2,True,False,,
797,1962,30-May-1962,"1ra Ronda, Grupo 1",83,19,2,1,False,False,,
798,1962,30-May-1962,"1ra Ronda, Grupo 3",10,59,2,0,False,False,,
799,1962,30-May-1962,"1ra Ronda, Grupo 2",17,77,3,1,False,False,,
800,1962,30-May-1962,"1ra Ronda, Grupo 4",5,11,1,0,False,False,,
801,1962,31-May-1962,"1ra Ronda, Grupo 3",70,35,1,0,False,False,,
802,1962,31-May-1962,"1ra Ronda, Grupo 1",72,85,2,0,False,False,,
803,1962,31-May-1962,"1ra Ronda, Grupo 4",43,46,2,1,False,False,,
804,1962,31-May-1962,"1ra Ronda, Grupo 2",1,53,0,0,False,False,,
805,1962,02-Jun-1962,"1ra Ronda, Grupo 2",17,53,2,0,False,False,,
806,1962,02-Jun-1962,"1ra Ronda, Grupo 3",10,70,0,0,False,False,,
807,1962,02-Jun-1962,"1ra Ronda, Grupo 1",85,83,3,1,False,False,,
808,1962,02-Jun-1962,"1ra Ronda, Grupo 4",46,5,3,1,False,False,,
809,1962,03-Jun-1962,"1ra Ronda, Grupo 4",43,11,6,1,False,False,,
810,1962,03-Jun-1962,"1ra Ronda, Grupo 1",72,19,4,4,False,False,,
811,1962,03-Jun-1962,"1ra Ronda, Grupo 3",35,59,1,0,False,False,,
812,1962,03-Jun-1962,"1ra Ronda, Grupo 2",1,77,2,1,False,False,,
813,1962,06-Jun-1962,"1ra Ronda, Grupo 2",1,17,2,0,False,False,,
814,1962,06-Jun-1962,"1ra Ronda, Grupo 4",43,5,0,0,False,False,,
815,1962,06-Jun-1962,"1ra Ronda, Grupo 1",72,83,2,1,False,False,,
816,1962,06-Jun-1962,"1ra Ronda, Grupo 3",10,35,2,1,False,False,,
817,1962,07-Jun-1962,"1ra Ronda, Grupo 1",85,19,5,0,False,False,,
818,1962,07-Jun-1962,"1ra Ronda, Grupo 3",59,70,3,1,False,False,,
819,1962,07-Jun-1962,"1ra Ronda, Grupo 2",53,77,3,0,False,False,,
820,1962,07-Jun-1962,"1ra Ronda, Grupo 4",46,11,0,0,False,False,,
821,1962,10-Jun-1962,Cuartos,10,46,3,1,False,False,,
822,1962,10-Jun-1962,Cuartos,70,43,1,0,False,False,,
823,1962,10-Jun-1962,Cuartos,85,1,1,0,False,False,,
824,1962,10-Jun-1962,Cuartos,17,72,2,1,False,False,,
825,1962,13-Jun-1962,Semis,85,70,1,3,False,False,,
826,1962,13-Jun-1962,Semis,17,10,2,4,False,False,,
827,1962,16-Jun-1962,3er Puesto,17,85,1,0,False,False,,
828,1962,17-Jun-1962,Final,10,70,3,1,False,False,,
829,1958,08-Jun-1958,"1ra Ronda, Grupo 3",43,38,1,1,False,False,,
830,1958,08-Jun-1958,"1ra Ronda, Grupo 1",49,70,1,0,False,False,,
831,1958,08-Jun-1958,"1ra Ronda, Grupo 4",10,7,3,0,False,False,,
832,1958,08-Jun-1958,"1ra Ronda, Grupo 2",37,65,7,3,False,False,,
833,1958,08-Jun-1958,"1ra Ronda, Grupo 1",5,1,1,3,False,False,,
834,1958,08-Jun-1958,"1ra Ronda, Grupo 4",72,46,2,2,False,False,,
835,1958,08-Jun-1958,"1ra Ronda, Grupo 2",85,32,1,1,False,False,,
836,1958,08-Jun-1958,"1ra Ronda, Grupo 3",76,59,3,0,False,False,,
837,1958,11-Jun-1958,"1ra Ronda, Grupo 2",85,37,3,2,False,False,,
838,1958,11-Jun-1958,"1ra Ronda, Grupo 2",65,32,3,2,False,False,,
839,1958,11-Jun-1958,"1ra Ronda, Grupo 3",59,38,1,1,False,False,,
840,1958,11-Jun-1958,"1ra Ronda, Grupo 1",1,70,2,2,False,False,,
841,1958,11-Jun-1958,"1ra Ronda, Grupo 4",72,7,2,0,False,False,,
842,1958,11-Jun-1958,"1ra Ronda, Grupo 1",5,49,3,1,False,False,,
843,1958,11-Jun-1958,"1ra Ronda, Grupo 4",10,46,0,0,False,False,,
844,1958,12-Jun-1958,"1ra Ronda, Grupo 3",76,43,2,1,False,False,,
845,1958,15-Jun-1958,"1ra Ronda, Grupo 2",37,32,2,1,False,False,,
846,1958,15-Jun-1958,"1ra Ronda, Grupo 3",76,38,0,0,False,False,,
847,1958,15-Jun-1958,"1ra Ronda, Grupo 1",1,49,2,2,False,False,,
848,1958,15-Jun-1958,"1ra Ronda, Grupo 2",65,85,3,3,False,False,,
849,1958,15-Jun-1958,"1ra Ronda, Grupo 4",10,72,2,0,False,False,,
850,1958,15-Jun-1958,"1ra Ronda, Grupo 4",46,7,2,2,False,False,,
851,1958,15-Jun-1958,"1ra Ronda, Grupo 3",43,59,4,0,False,False,,
852,1958,15-Jun-1958,"1ra Ronda, Grupo 1",70,5,6,1,False,False,,
853,1958,17-Jun-1958,"1ra Ronda, Grupo 1",49,70,2,1,True,False,,
854,1958,17-Jun-1958,"1ra Ronda, Grupo 3",38,43,2,1,False,False,,
855,1958,17-Jun-1958,"1ra Ronda, Grupo 4",72,46,1,0,False,False,,
856,1958,19-Jun-1958,Cuartos,37,49,4,0,False,False,,
857,1958,19-Jun-1958,Cuartos,1,85,1,0,False,False,,
858,1958,19-Jun-1958,Cuartos,10,38,1,0,False,False,,
859,1958,19-Jun-1958,Cuartos,76,72,2,0,False,False,,
860,1958,24-Jun-1958,Semis,1,76,1,3,False,False,,
861,1958,24-Jun-1958,Semis,37,10,2,5,False,False,,
862,1958,28-Jun-1958,3er Puesto,1,37,3,6,False,False,,
863,1958,29-Jun-1958,Final,76,10,2,5,False,False,,
864,1954,16-Jun-1954,"1ra Ronda, Grupo 1",85,37,1,0,False,False,,
865,1954,16-Jun-1954,"1ra Ronda, Grupo 3",7,32,1,0,False,False,,
866,1954,16-Jun-1954,"1ra Ronda, Grupo 3",83,70,2,0,False,False,,
867,1954,16-Jun-1954,"1ra Ronda, Grupo 1",10,59,5,0,False,False,,
868,1954,17-Jun-1954,"1ra Ronda, Grupo 2",43,21,9,0,False,False,,
869,1954,17-Jun-1954,"1ra Ronda, Grupo 4",46,12,4,4,True,False,,
870,1954,17-Jun-1954,"1ra Ronda, Grupo 2",1,80,4,1,False,False,,
871,1954,17-Jun-1954,"1ra Ronda, Grupo 4",77,53,2,1,False,False,,
872,1954,19-Jun-1954,"1ra Ronda, Grupo 1",37,59,3,2,False,False,,
873,1954,19-Jun-1954,"1ra Ronda, Grupo 1",10,85,1,1,True,False,,
874,1954,19-Jun-1954,"1ra Ronda, Grupo 3",7,70,5,0,False,False,,
875,1954,19-Jun-1954,"1ra Ronda, Grupo 3",83,32,7,0,False,False,,
876,1954,20-Jun-1954,"1ra Ronda, Grupo 2",43,1,8,3,False,False,,
877,1954,20-Jun-1954,"1ra Ronda, Grupo 2",80,21,7,0,False,False,,
878,1954,20-Jun-1954,"1ra Ronda, Grupo 4",46,77,2,0,False,False,,
879,1954,20-Jun-1954,"1ra Ronda, Grupo 4",53,12,4,1,False,False,,
880,1954,23-Jun-1954,"1ra Ronda, Grupo 4",77,53,4,1,False,False,,
881,1954,23-Jun-1954,"1ra Ronda, Grupo 2",1,80,7,2,False,False,,
882,1954,26-Jun-1954,Cuartos,83,46,4,2,False,False,,
883,1954,26-Jun-1954,Cuartos,7,77,7,5,False,False,,
884,1954,27-Jun-1954,Cuartos,43,10,4,2,False,False,,
885,1954,27-Jun-1954,Cuartos,1,85,2,0,False,False,,
886,1954,30-Jun-1954,Semis,43,83,4,2,True,False,,
887,1954,30-Jun-1954,Semis,1,7,6,1,False,False,,
888,1954,03-Jul-1954,3er Puesto,83,7,1,3,False,False,,
889,1954,04-Jul-1954,Final,43,1,2,3,False,False,,
890,1950,24-Jun-1950,"1ra Ronda, Grupo 1",10,59,4,0,False,False,,
891,1950,25-Jun-1950,"1ra Ronda, Grupo 3",76,53,3,2,False,False,,
892,1950,25-Jun-1950,"1ra Ronda, Grupo 1",85,77,3,0,False,False,,
893,1950,25-Jun-1950,"1ra Ronda, Grupo 2",46,17,2,0,False,False,,
894,1950,25-Jun-1950,"1ra Ronda, Grupo 2",35,36,3,1,False,False,,
895,1950,28-Jun-1950,"1ra Ronda, Grupo 1",85,59,4,1,False,False,,
896,1950,28-Jun-1950,"1ra Ronda, Grupo 1",10,77,2,2,False,False,,
897,1950,29-Jun-1950,"1ra Ronda, Grupo 3",76,65,2,2,False,False,,
898,1950,29-Jun-1950,"1ra Ronda, Grupo 2",36,46,1,0,False,False,,
899,1950,29-Jun-1950,"1ra Ronda, Grupo 2",35,17,2,0,False,False,,
900,1950,01-Jul-1950,"1ra Ronda, Grupo 1",10,85,2,0,False,False,,
901,1950,02-Jul-1950,"1ra Ronda, Grupo 4",83,8,8,0,False,False,,
902,1950,02-Jul-1950,"1ra Ronda, Grupo 1",77,59,2,1,False,False,,
903,1950,02-Jul-1950,"1ra Ronda, Grupo 2",35,46,1,0,False,False,,
904,1950,02-Jul-1950,"1ra Ronda, Grupo 2",17,36,5,2,False,False,,
905,1950,02-Jul-1950,"1ra Ronda, Grupo 3",53,65,2,0,False,False,,
906,1950,09-Jul-1950,Ronda Final,10,76,7,1,False,False,,
907,1950,09-Jul-1950,Ronda Final,83,35,2,2,False,False,,
908,1950,13-Jul-1950,Ronda Final,83,76,3,2,False,False,,
909,1950,13-Jul-1950,Ronda Final,10,35,6,1,False,False,,
910,1950,16-Jul-1950,Ronda Final,76,35,3,1,False,False,,
911,1950,16-Jul-1950,Ronda Final,83,10,2,1,False,False,,
912,1938,04-Jun-1938,Octavos,77,1,1,1,True,False,,
913,1938,05-Jun-1938,Octavos,37,12,3,1,False,False,,
914,1938,05-Jun-1938,Octavos,53,61,2,1,True,False,,
915,1938,05-Jun-1938,Octavos,10,67,6,5,True,False,,
916,1938,05-Jun-1938,Octavos,43,44,6,0,False,False,,
917,1938,05-Jun-1938,Octavos,70,63,3,0,True,False,,
918,1938,05-Jun-1938,Octavos,25,71,3,3,True,False,,
919,1938,09-Jun-1938,Octavos,77,1,4,2,False,False,,
920,1938,09-Jun-1938,Octavos,25,71,2,1,False,False,,
921,1938,12-Jun-1938,Cuartos,25,76,0,8,False,False,,
922,1938,12-Jun-1938,Cuartos,53,37,3,1,False,False,,
923,1938,12-Jun-1938,Cuartos,43,77,2,0,False,False,,
924,1938,12-Jun-1938,Cuartos,10,70,1,1,True,False,,
925,1938,14-Jun-1938,Cuartos,10,70,2,1,False,False,,
926,1938,16-Jun-1938,Semis,43,76,5,1,False,False,,
927,1938,16-Jun-1938,Semis,10,53,1,2,False,False,,
928,1938,19-Jun-1938,3er Puesto,10,76,4,2,False,False,,
929,1938,19-Jun-1938,Final,53,43,4,2,False,False,,
930,1934,27-May-1934,Octavos,1,12,5,2,False,False,,
931,1934,27-May-1934,Octavos,76,5,3,2,False,False,,
932,1934,27-May-1934,Octavos,53,36,7,1,False,False,,
933,1934,27-May-1934,Octavos,43,29,4,2,False,False,,
934,1934,27-May-1934,Octavos,35,10,3,1,False,False,,
935,1934,27-May-1934,Octavos,70,71,2,1,False,False,,
936,1934,27-May-1934,Octavos,77,63,3,2,False,False,,
937,1934,27-May-1934,Octavos,7,37,3,2,True,False,,
938,1934,31-May-1934,Cuartos,70,77,3,2,False,False,,
939,1934,31-May-1934,Cuartos,7,43,2,1,False,False,,
940,1934,31-May-1934,Cuartos,1,76,2,1,False,False,,
941,1934,31-May-1934,Cuartos,53,35,1,1,True,False,,
942,1934,01-Jun-1934,Cuartos,53,35,1,0,False,False,,
943,1934,03-Jun-1934,Semis,70,1,3,1,False,False,,
944,1934,03-Jun-1934,Semis,53,7,1,0,False,False,,
945,1934,07-Jun-1934,3er Puesto,7,1,2,3,False,False,,
946,1934,10-Jun-1934,Final,53,70,2,1,True,False,,
947,1930,13-Jul-1930,"1ra Ronda, Grupo 1",37,59,4,1,False,False,,
948,1930,13-Jul-1930,"1ra Ronda, Grupo 4",36,12,3,0,False,False,,
949,1930,14-Jul-1930,"1ra Ronda, Grupo 3",71,66,3,1,False,False,,
950,1930,14-Jul-1930,"1ra Ronda, Grupo 2",85,10,2,1,False,False,,
951,1930,15-Jul-1930,"1ra Ronda, Grupo 1",5,37,1,0,False,False,,
952,1930,16-Jul-1930,"1ra Ronda, Grupo 1",17,59,3,0,False,False,,
953,1930,17-Jul-1930,"1ra Ronda, Grupo 2",85,8,4,0,False,False,,
954,1930,17-Jul-1930,"1ra Ronda, Grupo 4",36,65,3,0,False,False,,
955,1930,18-Jul-1930,"1ra Ronda, Grupo 3",83,66,1,0,False,False,,
956,1930,19-Jul-1930,"1ra Ronda, Grupo 1",5,59,6,3,False,False,,
957,1930,19-Jul-1930,"1ra Ronda, Grupo 1",17,37,1,0,False,False,,
958,1930,20-Jul-1930,"1ra Ronda, Grupo 4",65,12,1,0,False,False,,
959,1930,20-Jul-1930,"1ra Ronda, Grupo 2",10,8,4,0,False,False,,
960,1930,21-Jul-1930,"1ra Ronda, Grupo 3",83,71,4,0,False,False,,
961,1930,22-Jul-1930,"1ra Ronda, Grupo 1",5,17,3,1,False,False,,
962,1930,26-Jul-1930,Semis,5,36,6,1,False,False,,
963,1930,27-Jul-1930,Semis,83,85,6,1,False,False,,
964,1930,30-Jul-1930,Final,5,83,2,4,False,False,,
