anio,jugador,jugador_slug,seleccion,goles
1982,Enrique Saura,enrique_saura,España,0
1982,Ramaz Shengelia,ramaz_shengelia,URSS,0
1982,Wlodimierz Smolarek,wlodimierz_smolarek,Polonia,0
1982,Gerard Soler,gerard_soler,Francia,0
1982,Graeme Souness,graeme_souness,Escocia,0
1982,Steve Sumner,steve_sumner,Nueva Zelanda,0
1982,Andrzej Szarmach,andrzej_szarmach,Polonia,0
1982,Lazar Szentes,lazar_szentes,Hungría,0
1982,Jozsef Toth,jozsef_toth_2,Hungría,0
1982,Marius Tresor,marius_tresor,Francia,0
1982,Erwin Vandenbergh,erwin_vandenbergh,Bélgica,0
1982,Jozsef Varga,jozsef_varga,Hungría,0
1982,Steve Wooddin,steve_wooddin,Nueva Zelanda,0
1982,Jesus Zamora,jesus_zamora,España,0
1982,Hector Zelaya,hector_zelaya,Honduras,0
1978,Mario Kempes,mario_kempes,Argentina,0
1978,Teofilo Cubillas,teofilo_cubillas,Perú,0
1978,Rob Rensenbrink,rob_rensenbrink,Paises Bajos,0
1978,Hans Krankl,hans_krankl,Austria,0
1978,Leopoldo Luque,leopoldo_luque,Argentina,0
1978,Dirceu,dirceu,Brasil,0
1978,Johnny Rep,johnny_rep,Paises Bajos,0
1978,Roberto Dinamite,roberto_dinamite,Brasil,0
1978,Paolo Rossi,paolo_rossi,Italia,0
1978,Karl-Heinz Rummenigge,karl_heinz_rummenigge,Alemania Occidental,0
1978,Daniel Bertoni,daniel_bertoni,Argentina,0
1978,Roberto Bettega,roberto_bettega,Italia,0
1978,Zbigniew Boniek,zbigniew_boniek,Polonia,0
1978,Ernie Brandts,ernie_brandts,Paises Bajos,0
1978,Heinz Flohe,heinz_flohe,Alemania Occidental,0
1978,Archie Gemmill,archie_gemmill,Escocia,0
1978,Arie Haan,arie_haan,Paises Bajos,0
1978,Grzegorz Lato,grzegorz_lato,Polonia,0
1978,Dieter Mueller,dieter_mueller,Alemania Occidental,0
1978,Nelinho,nelinho,Brasil,0
1978,Ruediger Abramczik,ruediger_abramczik,Alemania Occidental,0
1978,Juan Manuel Asensi,juan_manuel_asensi,España,0
1978,Romeo Benetti,romeo_benetti,Italia,0
1978,Marc Berdoll,marc_berdoll,Francia,0
1978,Franco Causio,franco_causio,Italia,0
1978,Karoly Csapo,karoly_csapo,Hungría,0
1978,Cesar Cueto,cesar_cueto,Perú,0
1978,Kenny Dalglish,kenny_dalglish,Escocia,0
1978,Iraj Danayfar,iraj_danayfar,Irán,0
1978,Dani,dani,España,1
1978,Kazimierz Deyna,kazimierz_deyna,Polonia,0
1978,Mokhtar Douieb,mokhtar_douieb,Túnez,0
1978,Nejib Ghommidh,nejib_ghommidh,Túnez,0
1978,Bernd Hoelzenbein,bernd_hoelzenbein,Alemania Occidental,0
1978,Rene Houseman,rene_houseman,Argentina,0
1978,Joe Jordan,joe_jordan,Escocia,0
1978,Ali Kaabi,ali_kaabi,Túnez,0
1978,Bernard Lacombe,bernard_lacombe,Francia,0
1978,Christian Lopez,christian_lopez,Francia,0
1978,Hansi Mueller,hansi_mueller,Alemania Occidental,0
1978,Dick Nanninga,dick_nanninga,Paises Bajos,0
1978,Erich Obermayer,erich_obermayer,Austria,0
1978,Daniel Passarella,daniel_passarella,Argentina,0
1978,Michel Platini,michel_platini,Francia,0
1978,Victor Rangel,victor_rangel,México,0
1978,Reinaldo,reinaldo,Brasil,0
1978,Dominique Rocheteau,dominique_rocheteau,Francia,0
1978,Hassan Rowshan,hassan_rowshan,Irán,0
1978,Walter Schachner,walter_schachner,Austria,0
1978,Thomas Sjoberg,thomas_sjoberg,Suecia,0
1978,Andrzej Szarmach,andrzej_szarmach,Polonia,0
1978,Alberto Tarantini,alberto_tarantini,Argentina,0
1978,Andras Toth,andras_toth,Hungría,1
1978,Rene Van De Kerkhof,rene_van_de_kerkhof,Paises Bajos,0
1978,Willy Van De Kerkhof,willy_van_de_kerkhof,Paises Bajos,0
1978,Arturo Vasquez,arturo_vasquez,México,0
1978,Jose Velasquez,jose_velasquez,Perú,0
1978,Renato Zaccarelli,renato_zaccarelli,Italia,0
1978,Zico,zico,Brasil,0
1978,Sandor Zombori,sandor_zombori,Hungría,0
1974,Grzegorz Lato,grzegorz_lato,Polonia,1
1974,Johan Neeskens,johan_neeskens,Paises Bajos,0
1974,Andrzej Szarmach,andrzej_szarmach,Polonia,0
1974,Ralf Edstrom,ralf_edstrom,Suecia,0
1974,Gerd Mueller,gerd_mueller,Alemania Occidental,0
1974,Johnny Rep,johnny_rep,Paises Bajos,0
1974,Dusan Bajevic,dusan_bajevic,Yugoslavia,1
1974,Paul Breitner,paul_breitner,Alemania Occidental,0
1974,Johan Cruyff,johan_cruyff,Paises Bajos,0
1974,Kazimierz Deyna,kazimierz_deyna,Polonia,0
1974,Rene Houseman,rene_houseman,Argentina,0
1974,Rivelino,rivelino,Brasil,0
1974,Jairzinho,jairzinho,Brasil,0
1974,Joe Jordan,joe_jordan,Escocia,0
1974,Stanislav Karasi,stanislav_karasi,Yugoslavia,0
1974,Wolfgang Overath,wolfgang_overath,Alemania Occidental,0
1974,Roland Sandberg,roland_sandberg,Suecia,0
1974,Emmanuel Sanon,emmanuel_sanon,Haití,0
1974,Joachim Streich,joachim_streich,Alemania Oriental,0
1974,Ivica Surjak,ivica_surjak,Yugoslavia,0
1974,Hector Yazalde,hector_yazalde,Argentina,0
1974,Sergio Ahumada,sergio_ahumada,Chile,0
1974,Pietro Anastasi,pietro_anastasi,Italia,0
1974,Ruben Ayala,ruben_ayala,Argentina,0
1974,Carlos Babington,carlos_babington,Argentina,0
1974,Romeo Benetti,romeo_benetti,Italia,0
1974,Vladislav Bogicevic,vladislav_bogicevic,Yugoslavia,0
1974,Hristo Bonev,hristo_bonev,Bulgaria,0
1974,Rainer Bonhof,rainer_bonhof,Alemania Occidental,0
1974,Miguel Brindisi,miguel_brindisi,Argentina,0
1974,Fabio Capello,fabio_capello,Italia,0
1974,Bernd Cullmann,bernd_cullmann,Alemania Occidental,0
1974,Theo De Jong,theo_de_jong,Paises Bajos,0
1974,Dragan Dzajic,dragan_dzajic,Yugoslavia,0
1974,Jerzy Gorgon,jerzy_gorgon,Polonia,0
1974,Juergen Grabowski,juergen_grabowski,Alemania Occidental,0
1974,Ramon Heredia,ramon_heredia,Argentina,0
1974,Uli Hoeness,uli_hoeness,Alemania Occidental,0
1974,Martin Hoffmann,martin_hoffmann,Alemania Oriental,0
1974,Josip Katalinski,josip_katalinski,Yugoslavia,0
1974,Ruud Krol,ruud_krol,Paises Bajos,0
1974,Peter Lorimer,peter_lorimer,Escocia,0
1974,Branko Oblak,branko_oblak,Yugoslavia,0
1974,Ricardo Pavoni,ricardo_pavoni,Uruguay,0
1974,Ilija Petkovic,ilija_petkovic,Yugoslavia,0
1974,Rob Rensenbrink,rob_rensenbrink,Paises Bajos,0
1974,Gianni Rivera,gianni_rivera,Italia,0
1974,Juergen Sparwasser,juergen_sparwasser,Alemania Oriental,0
1974,Conny Torstensson,conny_torstensson,Suecia,0
1974,Valdomiro,valdomiro,Brasil,0
1966,Eusebio,eusebio,Portugal,1
1966,Helmut Haller,helmut_haller,Alemania Occidental,1
1966,Franz Beckenbauer,franz_beckenbauer,Alemania Occidental,0
1966,Ferenc Bene,ferenc_bene,Hungría,1
1966,Geoff Hurst,geoff_hurst,Inglaterra,1
1966,Valeriy Porkuyan,valeriy_porkuyan,URSS,1
1966,Luis Artime,luis_artime,Argentina,0
1966,Bobby Charlton,bobby_charlton,Inglaterra,0
1966,Roger Hunt,roger_hunt,Inglaterra,0
1966,Jose Augusto,jose_augusto,Portugal,0
1966,Eduard Malofeyev,eduard_malofeyev,URSS,0
1966,Jose Torres,jose_torres,Portugal,0
1966,Igor Chislenko,igor_chislenko,URSS,0
1966,Ruben Marcos,ruben_marcos,Chile,0
1966,Kalman Meszoly,kalman_meszoly,Hungría,0
1966,Seung Zin Pak,seung_zin_pak,Corea del Norte,0
1966,Uwe Seeler,uwe_seeler,Alemania Occidental,0
1966,Amancio,amancio,España,0
1966,Georgi Asparukhov,georgi_asparukhov,Bulgaria,0
1966,Anatoli Banishevski,anatoli_banishevski,URSS,0
1966,Paolo Barison,paolo_barison,Italia,0
1966,Enrique Borja,enrique_borja,México,0
1966,Julio Cortes,julio_cortes,Uruguay,0
1966,Hector De Bourgoing,hector_de_bourgoing,Francia,1
1966,Lothar Emmerich,lothar_emmerich,Alemania Occidental,0
1966,Janos Farkas,janos_farkas,Hungría,0
1966,Jose Maria Fuste,jose_maria_fuste,España,1
1966,Garrincha,garrincha,Brasil,0
1966,Gerard Hausser,gerard_hausser,Francia,0
1966,Sigi Held,sigi_held,Alemania Occidental,0
1966,Dong Woon Li,dong_woon_li,Corea del Norte,0
1966,Sandro Mazzola,sandro_mazzola,Italia,0
1966,Ermindo Onega,ermindo_onega,Argentina,0
1966,Doo Ik Pak,doo_ik_pak,Corea del Norte,0
1966,Pelé,pele,Brasil,0
1966,Martin Peters,martin_peters,Inglaterra,0
1966,Pirri,pirri,España,0
1966,Rene Quentin,rene_quentin,Suiza,0
1966,Rildo,rildo,Brasil,1
1966,Pedro Rocha,pedro_rocha,Uruguay,0
1966,Manuel Sanchis,manuel_sanchis,España,0
1966,Simoes,simoes,Portugal,0
1966,Tostao,tostao,Brasil,1
1966,Wolfgang Weber,wolfgang_weber,Alemania Occidental,0
1966,Seung Kook Yang,seung_kook_yang,Corea del Norte,0
1962,Florian Albert,florian_albert,Hungría,1
1962,Garrincha,garrincha,Brasil,0
1962,Valentin Ivanov,valentin_ivanov,URSS,1
1962,Drazen Jerkovic,drazen_jerkovic,Yugoslavia,0
1962,Leonel Sanchez,leonel_sanchez,Chile,0
1962,Vava,vava,Brasil,0
1962,Amarildo,amarildo,Brasil,0
1962,Milan Galic,milan_galic,Yugoslavia,0
1962,Adolf Scherer,adolf_scherer,Checoslovaquia,0
1962,Lajos Tichy,lajos_tichy,Hungría,0
1962,Giacomo Bulgarelli,giacomo_bulgarelli,Italia,2
1962,Igor Chislenko,igor_chislenko,URSS,0
1962,Ron Flowers,ron_flowers,Inglaterra,0
1962,Viktor Ponedelnik,viktor_ponedelnik,URSS,0
1962,Jaime Ramirez,jaime_ramirez,Chile,0
1962,Eladio Rojas,eladio_rojas,Chile,0
1962,Jose Sasia,jose_sasia,Uruguay,0
1962,Uwe Seeler,uwe_seeler,Alemania Occidental,0
1962,Jorge Toro,jorge_toro,Chile,0
1962,German Aceros,german_aceros,Colombia,0
1962,Adelardo,adelardo,España,1
1962,Albert Bruells,albert_bruells,Alemania Occidental,0
1962,Angel Cabrera,angel_cabrera,Uruguay,0
1962,Bobby Charlton,bobby_charlton,Inglaterra,0
1962,Marcos Coll,marcos_coll,Colombia,0
1962,Luis Cubilla,luis_cubilla,Uruguay,0
1962,Alfredo Del Aguila,alfredo_del_aguila,México,0
1962,Isidoro Diaz,isidoro_diaz,México,0
1962,Hector Facundo,hector_facundo,Argentina,0
1962,Jimmy Greaves,jimmy_greaves,Inglaterra,0
1962,Hector Hernandez,hector_hernandez,México,0
1962,Gerry Hitchens,gerry_hitchens,Inglaterra,0
1962,Josef Kadraba,josef_kadraba,Checoslovaquia,0
1962,Marino Klinger,marino_klinger,Colombia,0
1962,Aleksei Mamykin,aleksei_mamykin,URSS,0
1962,Vaclav Masek,vaclav_masek,Checoslovaquia,1
1962,Josef Masopust,josef_masopust,Checoslovaquia,0
1962,Vojislav Melic,vojislav_melic,Yugoslavia,0
1962,Bruno Mora,bruno_mora,Italia,0
1962,Joaquin Peiro,joaquin_peiro,España,0
1962,Pelé,pele,Brasil,0
1962,Antonio Rada,antonio_rada,Colombia,0
1962,Petar Radakovic,petar_radakovic,Yugoslavia,0
1962,Jose Sanfilippo,jose_sanfilippo,Argentina,0
1962,Heinz Schneiter,heinz_schneiter,Suiza,0
1962,Josip Skoblar,josip_skoblar,Yugoslavia,0
1962,Georgi Sokolov,georgi_sokolov,Bulgaria,0
1962,Erno Solymosi,erno_solymosi,Hungría,0
1962,Josef Stibranyi,josef_stibranyi,Checoslovaquia,0
1962,Horst Szymaniak,horst_szymaniak,Alemania Occidental,0
1962,Rolf Wuethrich,rolf_wuethrich,Suiza,0
1962,Zagallo,zagallo,Brasil,0
1962,Zito,zito,Brasil,0
1962,Francisco Zuluaga,francisco_zuluaga,Colombia,1
1958,Just Fontaine,just_fontaine,Francia,2
1958,Pelé,pele,Brasil,1
1958,Helmut Rahn,helmut_rahn,Alemania Occidental,1
1958,Peter Mcparland,peter_mcparland,Irlanda del Norte,1
1958,Vava,vava,Brasil,1
1958,Kurt Hamrin,kurt_hamrin,Suecia,0
1958,Agne Simonsson,agne_simonsson,Suecia,0
1958,Lajos Tichy,lajos_tichy,Hungría,1
1958,Zdenek Zikan,zdenek_zikan,Checoslovaquia,1
1958,Omar Oreste Corbatta,omar_oreste_corbatta,Argentina,1
1958,Raymond Kopa,raymond_kopa,Francia,0
1958,Roger Piantoni,roger_piantoni,Francia,0
1958,Hans Schaefer,hans_schaefer,Alemania Occidental,0
1958,Toza Veselinovic,toza_veselinovic,Yugoslavia,0
1958,Juan Aguero,juan_aguero,Paraguay,0
1958,Ivor Allchurch,ivor_allchurch,Gales,0
1958,Jose Altafini,jose_altafini,Brasil,0
1958,Florencio Amarilla,florencio_amarilla,Paraguay,0
1958,Milan Dvorak,milan_dvorak,Checoslovaquia,0
1958,Vaclav Hovorka,vaclav_hovorka,Checoslovaquia,0
1958,Anatoli Ilyin,anatoli_ilyin,URSS,0
1958,Derek Kevan,derek_kevan,Inglaterra,0
1958,Nils Liedholm,nils_liedholm,Suecia,0
1958,Jose Parodi,jose_parodi,Paraguay,0
1958,Aleksandar Petakovic,aleksandar_petakovic,Yugoslavia,0
1958,Jorge Romero,jorge_romero,Paraguay,0
1958,Uwe Seeler,uwe_seeler,Alemania Occidental,0
1958,Maryan Wisnieski,maryan_wisnieski,Francia,0
1958,Ludovico Avio,ludovico_avio,Argentina,0
1958,Sammy Baird,sammy_baird,Escocia,1
1958,Jaime Belmonte,jaime_belmonte,México,0
1958,Jozsef Bencsis,jozsef_bencsis,Hungría,0
1958,Jozsef Bozsik,jozsef_bozsik,Hungría,0
1958,John Charles,john_charles,Gales,0
1958,Hans Ciesclarczyk,hans_ciesclarczyk,Alemania Occidental,0
1958,Bobby Collins,bobby_collins,Escocia,0
1958,Wilbur Cush,wilbur_cush,Irlanda del Norte,0
1958,Didi,didi,Brasil,0
1958,Yvon Douis,yvon_douis,Francia,1
1958,Jiri Feureisl,jiri_feureisl,Checoslovaquia,0
1958,Tom Finney,tom_finney,Inglaterra,1
1958,Gunnar Gren,gunnar_gren,Suecia,0
1958,John Haynes,john_haynes,Inglaterra,0
1958,Aleksandr Ivanov,aleksandr_ivanov,URSS,0
1958,Valentin Ivanov,valentin_ivanov,URSS,0
1958,Alfred Koerner,alfred_koerner,Austria,0
1958,Karl Koller,karl_koller,Austria,0
1958,Terry Medwin,terry_medwin,Gales,0
1958,Norberto Menendez,norberto_menendez,Argentina,0
1958,Jackie Mudie,jackie_mudie,Escocia,0
1958,Jimmy Murray,jimmy_murray,Escocia,0
1958,Nilton Santos,nilton_santos,Brasil,0
1958,Radivoje Ognjanovic,radivoje_ognjanovic,Yugoslavia,0
1958,Zdravko Rajkov,zdravko_rajkov,Yugoslavia,0
1958,Cayetano Re,cayetano_re,Paraguay,0
1958,Karoly Sandor,karoly_sandor,Hungría,0
1958,Nikita Simonyan,nikita_simonyan,URSS,0
1958,Lennart Skoglund,lennart_skoglund,Suecia,0
1958,Jean Vincent,jean_vincent,Francia,0
1958,Zagallo,zagallo,Brasil,0
1954,Sandor Kocsis,sandor_kocsis,Hungría,2
1954,Sepp Huegi,sepp_huegi,Suiza,2
1954,Max Morlock,max_morlock,Alemania Occidental,1
1954,Erich Probst,erich_probst,Austria,1
1954,Robert Ballaman,robert_ballaman,Suiza,1
1954,Carlos Borges,carlos_borges,Uruguay,0
1954,Nandor Hidegkuti,nandor_hidegkuti,Hungría,1
1954,Ferenc Puskas,ferenc_puskas,Hungría,1
1954,Helmut Rahn,helmut_rahn,Alemania Occidental,1
1954,Hans Schaefer,hans_schaefer,Alemania Occidental,0
1954,Ottmar Walter,ottmar_walter,Alemania Occidental,0
1954,Leopold Anoul,leopold_anoul,Bélgica,1
1954,Sargun Burhan,sargun_burhan,Turquía,1
1954,Zoltan Czibor,zoltan_czibor,Hungría,0
1954,Juan Hohberg,juan_hohberg,Uruguay,1
1954,Nat Lofthouse,nat_lofthouse,Inglaterra,1
1954,Oscar Miguez,oscar_miguez,Uruguay,1
1954,Ernst Stojaspal,ernst_stojaspal,Austria,0
1954,Mamat Suat,mamat_suat,Turquía,1
1954,Theodor Wagner,theodor_wagner,Austria,0
1954,Fritz Walter,fritz_walter,Alemania Occidental,0
1954,Julio Abbadie,julio_abbadie,Uruguay,0
1954,Ivor Broadis,ivor_broadis,Inglaterra,0
1954,Didi,didi,Brasil,0
1954,Julinho,julinho,Brasil,0
1954,Robert Koerner,robert_koerner,Austria,0
1954,Lefter Kucukandonyadis,lefter_kucukandonyadis,Turquía,0
1954,Mihaly Lantos,mihaly_lantos,Hungría,0
1954,Ernst Ocwirk,ernst_ocwirk,Austria,0
1954,Peter Palotas,peter_palotas,Hungría,1
1954,Pinga,pinga,Brasil,1
1954,Juan Schiaffino,juan_schiaffino,Uruguay,0
1954,Javier Ambrois,javier_ambrois,Uruguay,0
1954,Tomas Balcazar,tomas_balcazar,México,0
1954,Baltazar,baltazar,Brasil,0
1954,Giampiero Boniperti,giampiero_boniperti,Italia,1
1954,Rik Coppens,rik_coppens,Bélgica,0
1954,Djalma Santos,djalma_santos,Brasil,0
1954,Mustafa Erton,mustafa_erton,Turquía,0
1954,Jackie Fatton,jackie_fatton,Suiza,0
1954,Tom Finney,tom_finney,Inglaterra,0
1954,Amleto Frignani,amleto_frignani,Italia,0
1954,Carlo Galli,carlo_galli,Italia,0
1954,Richard Herrmann,richard_herrmann,Alemania Occidental,1
1954,Erol Keskin,erol_keskin,Turquía,0
1954,Berni Klodt,berni_klodt,Alemania Occidental,0
1954,Raymond Kopa,raymond_kopa,Francia,0
1954,Jose Lamadrid,jose_lamadrid,México,0
1954,Benito Lorenzi,benito_lorenzi,Italia,0
1954,Milos Milutinovic,milos_milutinovic,Yugoslavia,0
1954,Jimmy Mullen,jimmy_mullen,Inglaterra,1
1954,Fulvio Nesti,fulvio_nesti,Italia,0
1954,Egisto Pandolfini,egisto_pandolfini,Italia,0
1954,Alfred Pfaff,alfred_pfaff,Alemania Occidental,1
1954,Jozsef Toth,jozsef_toth,Hungría,0
1954,Obdulio Varela,obdulio_varela,Uruguay,0
1954,Jean Vincent,jean_vincent,Francia,0
1954,Dennis Wilshaw,dennis_wilshaw,Inglaterra,0
1954,Branko Zebec,branko_zebec,Yugoslavia,0
1950,Ademir,ademir,Brasil,1
1950,Oscar Miguez,oscar_miguez,Uruguay,1
1950,Estanislao Basora,estanislao_basora,España,0
1950,Chico,chico,Brasil,1
1950,Alcides Ghiggia,alcides_ghiggia,Uruguay,1
1950,Zarra,zarra,España,0
1950,Karl-Erik Palmer,karl_erik_palmer,Suecia,0
1950,Juan Schiaffino,juan_schiaffino,Uruguay,0
1950,Stig Sundqvist,stig_sundqvist,Suecia,0
1950,Sune Andersson,sune_andersson,Suecia,0
1950,Baltazar,baltazar,Brasil,1
1950,Zeljko Cajkovski,zeljko_cajkovski,Yugoslavia,0
1950,Riccardo Carapellese,riccardo_carapellese,Italia,1
1950,Atilio Cremaschi,atilio_cremaschi,Chile,0
1950,Jackie Fatton,jackie_fatton,Suiza,0
1950,Silvestre Igoa,silvestre_igoa,España,0
1950,Jair,jair,Brasil,0
1950,Hans Jeppsson,hans_jeppsson,Suecia,0
1950,Kosta Tomasevic,kosta_tomasevic,Yugoslavia,0
1950,Zizinho,zizinho,Brasil,0
1950,Alfredo Ii,alfredo_ii,Brasil,1
1950,Kiki Antenen,kiki_antenen,Suiza,0
1950,Rene Bader,rene_bader,Suiza,0
1950,Stjepan Bobek,stjepan_bobek,Yugoslavia,0
1950,Horacio Casarin,horacio_casarin,México,0
1950,Friaca,friaca,Brasil,0
1950,Joe Gaetjens,joe_gaetjens,Estados Unidos,0
1950,Atilio Lopez,atilio_lopez,Paraguay,0
1950,Cesar Lopez Fretes,cesar_lopez_fretes,Paraguay,0
1950,Joe Maca,joe_maca,Estados Unidos,0
1950,Maneca,maneca,Brasil,0
1950,Wilf Mannion,wilf_mannion,Inglaterra,0
1950,Bror Mellberg,bror_mellberg,Suecia,0
1950,Rajko Mitic,rajko_mitic,Yugoslavia,0
1950,Stan Mortensen,stan_mortensen,Inglaterra,0
1950,Ermes Muccinelli,ermes_muccinelli,Italia,0
1950,Tihomir Ognjanov,tihomir_ognjanov,Yugoslavia,1
1950,Hector Ortiz,hector_ortiz,México,0
1950,Egisto Pandolfini,egisto_pandolfini,Italia,1
1950,Gino Pariani,gino_pariani,Estados Unidos,0
1950,Julio Perez,julio_perez,Uruguay,0
1950,Andres Prieto,andres_prieto,Chile,0
1950,Fernando Riera,fernando_riera,Chile,1
1950,Jorge Robledo,jorge_robledo,Chile,0
1950,Obdulio Varela,obdulio_varela,Uruguay,0
1950,Ernesto Vidal,ernesto_vidal,Uruguay,0
1950,Frank Wallace,frank_wallace,Estados Unidos,0
1938,Leonidas,leonidas,Brasil,1
1938,Silvio Piola,silvio_piola,Italia,1
1938,Gyorgy Sarosi,gyorgy_sarosi,Hungría,1
1938,Gyula Zsengeller,gyula_zsengeller,Hungría,1
1938,Gino Colaussi,gino_colaussi,Italia,1
1938,Ernest Wilimowski,ernest_wilimowski,Polonia,4
1938,Andre Abegglen,andre_abegglen,Suiza,1
1938,Tore Keller,tore_keller,Suecia,1
1938,Arne Nyberg,arne_nyberg,Suecia,1
1938,Peracio,peracio,Brasil,0
1938,Romeu,romeu,Brasil,0
1938,Hector Socorro,hector_socorro,Cuba,1
1938,Gustav Wetterstrom,gustav_wetterstrom,Suecia,1
1938,Stefan Dobay,stefan_dobay,Rumania,1
1938,Oldrich Nejedly,oldrich_nejedly,Checoslovaquia,1
1938,Jean Nicolas,jean_nicolas,Francia,1
1938,Harry Andersson,harry_andersson,Suecia,0
1938,Iuliu Baratky,iuliu_baratky,Rumania,0
1938,Fredy Bickel,fredy_bickel,Suiza,0
1938,Silviu Bindea,silviu_bindea,Rumania,1
1938,Arne Brustad,arne_brustad,Noruega,1
1938,Tomas Fernandez,tomas_fernandez,Cuba,0
1938,Pietro Ferraris,pietro_ferraris,Italia,1
1938,Josef Gauchel,josef_gauchel,Alemania,1
1938,Wilhelm Hahnemann,wilhelm_hahnemann,Alemania,0
1938,Oscar Heisserer,oscar_heisserer,Francia,0
1938,Henri Isemborghs,henri_isemborghs,Bélgica,1
1938,Sven Jonasson,sven_jonasson,Suecia,0
1938,Vilmos Kohut,vilmos_kohut,Hungría,0
1938,Vlastimil Kopecky,vlastimil_kopecky,Checoslovaquia,0
1938,Josef Kostalek,josef_kostalek,Checoslovaquia,0
1938,Jose Magrina,jose_magrina,Cuba,0
1938,Giuseppe Meazza,giuseppe_meazza,Italia,0
1938,Roberto,roberto_3,Brasil,0
1938,Ferenc Sas,ferenc_sas,Hungría,0
1938,Fryedryk Szerfke,fryedryk_szerfke,Polonia,1
1938,Pal Titkos,pal_titkos,Hungría,0
1938,Geza Toldi,geza_toldi,Hungría,0
1938,Emile Veinante,emile_veinante,Francia,0
1938,Eugen Walachek,eugen_walachek,Suiza,0
1938,Josef Zeman,josef_zeman,Checoslovaquia,1
1934,Oldrich Nejedly,oldrich_nejedly,Checoslovaquia,1
1934,Edmund Conen,edmund_conen,Alemania,1
1934,Angelo Schiavio,angelo_schiavio,Italia,1
1934,Leopold Kielholz,leopold_kielholz,Suiza,1
1934,Raimundo Orsi,raimundo_orsi,Italia,0
1934,Abdulrahman Fawzi,abdulrahman_fawzi,Egipto,2
1934,Giovanni Ferrari,giovanni_ferrari,Italia,0
1934,Karl Hohmann,karl_hohmann,Alemania,1
1934,Johann Horvath,johann_horvath,Austria,1
1934,Iraragorri,iraragorri,España,1
1934,Sven Jonasson,sven_jonasson,Suecia,1
1934,Ernest Lehner,ernest_lehner,Alemania,0
1934,Giuseppe Meazza,giuseppe_meazza,Italia,0
1934,Antonin Puc,antonin_puc,Checoslovaquia,0
1934,Frantisek Svoboda,frantisek_svoboda,Checoslovaquia,0
1934,Geza Toldi,geza_toldi,Hungría,1
1934,Bernard Voorhoof,bernard_voorhoof,Bélgica,2
1934,Andre Abegglen,andre_abegglen,Suiza,0
1934,Ernesto Belis,ernesto_belis,Argentina,1
1934,Josef Bican,josef_bican,Austria,0
1934,Stefan Dobay,stefan_dobay,Rumania,1
1934,Aldo Donelli,aldo_donelli,Estados Unidos,1
1934,Gosta Dunker,gosta_dunker,Suecia,0
1934,Alberto Galateo,alberto_galateo,Argentina,1
1934,Enrique Guaita,enrique_guaita,Italia,0
1934,Willy Jaeggi,willy_jaeggi,Suiza,1
1934,Stanislaus Kobierski,stanislaus_kobierski,Alemania,0
1934,Knut Kroon,knut_kroon,Suecia,0
1934,Isidro Langara,isidro_langara,España,0
1934,Leonidas,leonidas,Brasil,1
1934,Jean Nicolas,jean_nicolas,Francia,1
1934,Rudolf Noack,rudolf_noack,Alemania,1
1934,Luis Regueiro,luis_regueiro_2,España,0
1934,Gyorgy Sarosi,gyorgy_sarosi,Hungría,1
1934,Toni Schall,toni_schall,Austria,0
1934,Karl Sesta,karl_sesta,Austria,0
1934,Otto Siffling,otto_siffling,Alemania,0
1934,Matthias Sindelar,matthias_sindelar,Austria,0
1934,Kick Smit,kick_smit,Paises Bajos,1
1934,Pal Teleki,pal_teleki,Hungría,1
1934,Leen Vente,leen_vente,Paises Bajos,1
1934,Georges Verriest,georges_verriest,Francia,1
1934,Jeno Vincze,jeno_vincze,Hungría,1
1934,Karl Zischek,karl_zischek,Austria,0
1930,Guillermo Stabile,guillermo_stabile,Argentina,2
1930,Pedro Cea,pedro_cea,Uruguay,1
1930,Bert Patenaude,bert_patenaude,Estados Unidos,1
1930,Juan Anselmo,juan_anselmo,Uruguay,1
1930,Ivica Bek,ivica_bek,Yugoslavia,1
1930,Carlos Peucelle,carlos_peucelle,Argentina,0
1930,Preguinho,preguinho,Brasil,1
1930,Hector Castro,hector_castro,Uruguay,1
1930,Pablo Dorado,pablo_dorado,Uruguay,0
1930,Victoriano Iriarte,victoriano_iriarte,Uruguay,0
1930,Andre Maschinot,andre_maschinot,Francia,1
1930,Moderato,moderato,Brasil,2
1930,Luis Monti,luis_monti,Argentina,0
1930,Manuel Rosas,manuel_rosas,México,0
1930,Guillermo Subiabre,guillermo_subiabre,Chile,0
1930,Carlos Vidal,carlos_vidal,Chile,0
1930,Adolfo Zumelzu,adolfo_zumelzu,Argentina,2
1930,Jim Brown,jim_brown,Estados Unidos,0
1930,Juan Carreno,juan_carreno,México,0
1930,Adalbert Desu,adalbert_desu,Rumania,0
1930,Mario Evaristo,mario_evaristo,Argentina,0
1930,Tom Florie,tom_florie,Estados Unidos,0
1930,Roberto Gayon,roberto_gayon,México,0
1930,Nicolae Kovacs,nicolae_kovacs,Rumania,0
1930,Marcel Langiller,marcel_langiller,Francia,0
1930,Lucien Laurent,lucien_laurent,Francia,0
1930,Blagoje Marjanovic,blagoje_marjanovic,Yugoslavia,0
1930,Bart Mcghee,bart_mcghee,Estados Unidos,0
1930,Hector Scarone,hector_scarone,Uruguay,0
1930,Alejandro Scopelli,alejandro_scopelli,Argentina,1
1930,Branislav Sekulic,branislav_sekulic,Yugoslavia,0
1930,Luis Souza,luis_souza,Perú,0
